"자치구명","생년월일","성별","동일세대_학령기인구수","동일세대_미취학아동수","직업군","세대주여부","1인가구여부","주택보유여부","대출여부","연체여부","사업자여부","동일세대_세대원_수","추정연소득","추정연소득_백분위","총자산평가금액","순자산평가금액","차량보유","주택보유건수","자가거주여부","주택보유건수_가구기준","자가거주여부_가구기준","총대출약정금액","총대출건수","총대출잔액","은행업종대출잔액","주택담보대출잔액","신용대출잔액","자동차대출잔액","LTV","가구단위_LTV","연체건수","연체금액","연체일수","주택담보대출분기상환금액","카드소비금액","신용카드소비금액","체크카드소비금액","일시불이용금액","할부이용금액","현금서비스이용금액","해외카드이용금액","생애최초주택구입연월","카드사_최근1년월평균_이용금액","온라인 카드사용 금액","오프라인 카드사용 금액","온라인_카드사용금액_백분위수","오프라인_카드사용금액_백분위수","사업체건수","사업자카드이용액","사업자대출잔액","연매출추정금액","가구_추정연소득","가구_총자산평가금액","가구_순자산평가금액","가구_차량보유수","가구_총대출약정금액","가구_대출건수","가구_총대출잔액","가구_대출연체건수","가구_카드연체건수","가구_대출연체금액","가구_카드연체금액","가구_신용카드소비금액","가구_체크카드소비금액"
"광진구",1951,"남",1,0,440,0,0,1,1,0,0,10,129000,1,1861760,1713010,0,1,3,1,1,1000000,2,260000,251000,194167,0,0,0.21,0.3,0,0,0,5809,12427,5831,6596,7082,0,0,0,201304,1,721000,4325000,47,10,0,0,0,0,312360,5235250,5235250,0,310000,3,194167,0,0,0,0,55017,6756
"강서구",1951,"남",3,1,510,0,0,1,1,0,0,10,39000,28,1364720,1364720,0,1,1,1,1,50000,1,5971,6063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202102,NA,NA,NA,NA,NA,0,0,0,0,216000,4756690,4572590,0,0,0,0,0,0,0,0,31871,1188
"양천구",1955,"남",2,1,510,0,0,1,0,0,1,10,32000,44,860000,860000,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5411,5411,0,5865,0,0,0,201404,NA,NA,NA,NA,NA,1,0,0,57000,149400,1716210,1641780,0,0,0,0,0,0,0,0,10886,7190
"동대문구",2003,"여",1,0,910,0,0,0,0,0,0,10,16000,95,318050,331990,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,0,1919,1904,0,0,366,NA,NA,NA,NA,NA,NA,0,0,0,0,254400,1494640,1480700,0,0,0,0,0,0,0,0,7618,2591
"서초구",2009,"여",5,0,910,0,0,0,0,0,0,10,16000,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,966,0,966,1010,0,0,0,NA,1,0,0,100,100,0,0,0,0,223000,9726270,9820320,0,50000,1,5971,0,0,0,0,29883,3760
"강남구",1964,"여",0,0,910,0,0,0,0,0,0,10,33000,42,1321810,1276630,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,0,1455,1528,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,456000,8570740,7917186,0,1391000,6,893617,0,0,0,0,72962,20822
"송파구",1953,"여",4,1,910,0,0,1,0,0,0,10,27000,60,1200000,1167830,0,6,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6086,6086,0,4919,1757,0,0,201505,1,0,1000000,100,48,0,0,0,0,131690,2614140,2582540,0,62000,4,19193,0,0,0,0,17731,919
"은평구",2009,"남",3,0,910,0,0,0,0,0,0,10,15000,98,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,47,49,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,265220,3561490,3385890,0,610700,4,511137,0,0,0,0,25465,12505
"양천구",1966,"남",3,0,420,0,0,1,0,0,0,10,38000,30,1713570,1693830,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,287030,7309600,7187000,0,0,0,0,0,0,0,0,12295,5377
"서초구",1977,"여",6,0,510,0,0,0,1,0,1,10,49000,15,2906400,2725000,0,0,3,0,0,30000,1,5193,4082,0,4400,0,0,0,0,0,956,0,55491,49218,6273,73455,0,0,18246,NA,NA,NA,NA,NA,NA,2,0,52500,2401000,317070,9818190,9516648,1,689160,4,709479,0,0,0,0,47076,12505
"중구",1973,"여",4,1,910,0,0,0,0,0,0,10,22000,78,600000,604030,0,0,3,1,3,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,7,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,238000,3112260,3239120,1,0,0,0,0,0,0,0,16860,3760
"양천구",1975,"남",4,0,420,0,0,0,1,0,0,10,45000,19,151530,148580,0,0,3,0,3,383800,2,321000,200000,131375,11939,0,0,0,0,0,0,1934,29028,28850,178,16489,27443,0,0,NA,2,6381000,2450000,3,23,0,0,0,0,127000,688680,710580,0,201900,6,30000,0,0,0,0,25946,0
"관악구",1975,"남",3,0,510,0,0,0,1,0,1,10,61000,9,322500,318050,0,0,3,0,3,42000,1,29167,4000,0,27452,0,0,0,0,0,0,0,13354,0,13354,13356,0,0,21942,NA,NA,NA,NA,NA,NA,2,0,85000,1121000,160000,1358120,1443960,0,132500,5,80000,0,0,0,0,15519,15038
"중구",1951,"여",1,0,420,0,0,0,1,0,0,10,35000,36,682400,680000,0,0,3,0,0,5900,1,4400,0,0,4029,0,0,0,0,0,0,0,8772,8772,0,8367,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,313000,6090550,6111546,1,812000,5,310175,0,0,0,0,21980,1977
"강남구",1980,"여",2,2,910,0,0,0,0,0,0,10,38000,30,1625000,1624470,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,707,682,25,1262,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,338200,7362420,7187000,0,1697000,6,1505554,0,0,0,0,61264,0
"영등포구",1971,"남",6,0,510,0,0,0,1,0,1,10,47000,17,859580,859580,0,0,3,1,3,72493,5,17000,14203,5523,0,0,0,0,0,0,0,0,9401,9401,0,2690,7413,0,0,NA,NA,NA,NA,NA,NA,1,19113,0,295000,186000,3895210,3895210,1,0,0,0,0,0,0,0,5137,998
"성북구",1981,"여",3,1,420,0,0,0,0,0,0,10,36000,34,577890,580450,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,0,1388,1418,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,94000,2109240,2042310,0,0,0,0,0,0,0,0,12453,2211
"중랑구",1967,"남",3,0,420,0,0,0,1,0,0,10,103370,2,682930,680670,0,0,3,0,0,100000,1,20000,20000,13037,8467,0,0,0,0,0,0,467,7248,6783,465,6919,520,0,0,NA,2,2181000,5236000,17,7,0,0,0,0,294940,2913590,2896490,0,122950,2,27333,0,0,0,0,20609,1642
"강서구",1945,"여",1,0,910,0,0,0,0,0,0,10,20000,85,472480,474500,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,84000,100,89,0,0,0,0,313070,2879760,2880840,1,362900,30,194167,0,0,0,0,42344,11452
"강남구",1981,"여",3,1,910,0,0,0,1,0,0,10,84280,4,1400340,1400340,0,0,3,2,3,532000,1,262796,238544,201312,0,0,0.27,0.07,0,0,0,3253,68926,68508,418,57884,15442,0,33663,NA,NA,NA,NA,NA,NA,0,0,0,0,320000,6090550,5706720,0,531000,3,511137,0,0,0,0,18955,4364
"서초구",2001,"여",3,0,910,0,0,0,1,0,0,10,21000,82,619240,607960,0,0,3,1,3,3000,1,2748,0,0,2193,0,0,0.01,0,0,0,0,1695,765,930,2267,0,0,0,NA,1,0,20000,100,96,0,0,0,0,237140,3365010,3365010,0,222433,8,182156,0,0,0,0,66394,9101
"성북구",1983,"남",3,1,910,0,0,0,0,0,0,10,36000,34,686430,730000,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3643,2255,1388,2914,0,0,0,NA,1,0,2658000,100,20,0,0,0,0,220000,3905060,3895210,1,20000,2,0,0,0,0,0,12295,14696
"성북구",1981,"여",3,1,420,0,0,0,0,0,0,10,38000,30,485000,487590,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5139,5139,0,2831,2358,0,0,NA,1,87000,0,83,100,0,0,0,0,227000,3541830,3382600,0,17700,1,0,0,0,0,0,31270,3461
"송파구",1984,"여",4,3,910,0,0,0,0,0,0,10,35000,36,569180,550370,0,0,3,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,214000,6062000,5706720,0,230000,5,165647,0,0,0,0,11628,0
"송파구",1978,"남",5,3,440,0,0,0,0,0,0,10,66000,7,338230,338230,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8749,7726,1023,6384,1118,0,0,202105,NA,NA,NA,NA,NA,0,0,0,0,131690,1505070,1477800,1,0,0,0,0,0,0,0,18858,644
"성북구",1982,"여",3,1,420,0,0,0,0,0,0,10,36000,34,234590,240000,0,0,3,2,1,0,0,0,0,0,0,0,0,0.12,0,0,0,0,3428,2255,1173,2004,0,0,0,NA,1,87000,122000,83,86,0,0,0,0,227000,3365010,3385890,0,17700,1,0,0,0,0,0,31871,4364
"성동구",2001,"남",1,0,420,0,0,0,0,0,0,10,24000,71,289030,300000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894,0,1894,1882,0,0,0,NA,1,0,0,100,100,0,0,0,0,221000,3810920,3776410,0,0,0,0,0,0,0,0,7618,5983
"강서구",1940,"여",1,0,910,0,0,0,1,0,0,10,28000,57,980000,950500,0,0,3,1,1,2900,1,2193,1335,0,2193,0,0,0,0,0,0,0,12255,12255,0,2772,4911,4000,0,NA,7,19769000,9424000,1,3,0,0,0,0,346750,2879760,2864620,0,362900,30,227783,0,0,0,0,38525,841
"종로구",1981,"여",3,1,510,0,0,0,1,0,1,10,41000,24,860000,860000,2,0,3,0,3,26500,3,4950,0,0,5971,19906,0,0,0,0,0,0,24585,21398,3187,30373,3610,0,142,NA,7,15639000,6272000,1,5,1,0,50000,21000,403000,6423050,6062000,2,20000,6,0,0,0,0,0,35376,5983
"송파구",1971,"남",1,3,420,0,0,1,1,0,0,10,134220,1,580230,429440,0,3,3,0,3,139500,1,91491,80000,60000,0,0,0,0,0,0,0,391,3078,3078,0,2591,0,0,0,200609,1,0,37000,100,94,0,0,0,0,149000,1872590,1716210,0,140000,1,127950,0,0,0,0,9312,0
"은평구",1971,"여",6,0,420,0,0,0,0,0,0,10,38000,30,465650,333670,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10377,10356,21,8771,2024,0,0,NA,2,4317000,7382000,6,4,0,0,0,0,278820,3561490,3395160,0,610700,4,511137,0,0,0,0,25465,17613
"종로구",1981,"여",0,1,420,0,0,0,0,0,0,10,31000,47,246370,248450,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,752,0,752,765,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,111000,1641780,1840890,0,10000,6,20000,0,0,0,0,15519,3760
"성북구",1950,"남",2,3,430,0,0,1,1,0,0,10,118000,2,808660,807200,0,1,1,0,0,165000,1,140000,117320,128088,0,0,0,0,0,0,0,780,5530,5530,0,4919,1747,0,0,201405,1,55000,150000,87,84,0,0,0,0,534230,2259660,2243660,0,531000,7,436955,0,0,0,0,20509,17613
"강서구",2001,"여",5,2,910,0,0,0,0,0,0,10,19000,89,236860,235170,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,1629,1676,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,104000,557570,531400,0,37300,3,12293,0,0,0,0,7430,5993
"강남구",1991,"여",2,3,420,0,0,1,1,0,0,10,34000,39,1048090,1048090,0,1,3,2,3,346000,2,346000,280876,0,57015,0,0,0,0,0,0,0,332,332,0,455,0,0,12,200603,1,0,0,100,100,0,0,0,0,406350,9818190,9820320,0,1391000,6,893617,0,0,0,0,72962,25
"강서구",1944,"남",2,0,910,0,0,0,1,0,0,10,31000,47,390010,387720,0,0,3,0,3,168000,1,140548,146900,0,4784,0,0,0,0,0,0,0,854,854,0,1064,0,0,0,NA,1,668000,45000,49,93,0,0,0,0,210000,1613020,1521730,1,181000,3,179803,0,0,0,0,31012,6544
"서초구",1999,"남",0,0,910,0,0,0,0,0,0,10,20000,85,1743360,1743360,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,229,229,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,223000,6181420,6111546,0,799000,5,741000,0,0,0,0,69961,8833
"금천구",1954,"여",5,0,510,0,0,1,1,0,0,10,45000,19,471280,471280,0,1,3,0,0,14700,2,227,0,0,967,0,0,0,0,0,0,0,597,597,0,652,0,0,0,201506,1,4000,235000,99,78,0,0,0,0,142000,1746870,1705340,0,0,0,0,0,0,0,0,1365,8854
"은평구",2004,"여",3,0,910,0,0,0,0,0,0,10,16000,95,520000,521190,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4456,0,4456,4390,0,0,0,NA,2,206000,4396000,72,10,0,0,0,0,142000,1576860,1557920,0,0,0,0,0,0,0,0,2390,4519
"중구",1986,"여",0,1,910,0,0,1,0,0,0,10,28000,57,528120,529720,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201205,NA,NA,NA,NA,NA,0,0,0,0,225000,3810920,3781660,0,171400,1,212582,0,0,0,0,16860,1816
"노원구",1981,"여",1,5,510,0,0,0,0,0,1,10,32000,44,1015000,980750,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361,0,455,0,0,0,NA,NA,NA,NA,NA,NA,1,0,379000,0,274000,12362690,12182130,1,817000,10,383817,0,0,0,0,66394,1931
"관악구",1984,"여",2,0,910,0,0,0,0,0,0,10,34000,39,327890,237760,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,1520,0,1279,193,0,20,NA,1,11000,0,96,100,0,0,0,0,362200,3771340,3653210,2,731380,18,584079,0,0,0,0,21980,6379
"관악구",1966,"남",2,0,510,0,0,0,0,0,1,10,37000,32,474500,474670,0,0,3,0,3,0,0,0,0,0,0,0,0,0.03,0,0,0,0,2238,2238,0,1814,0,0,0,NA,1,3552000,0,8,100,1,0,73562,53000,313070,3771340,3653210,1,731380,18,659550,0,0,0,0,21980,11833
"성동구",1954,"여",3,1,510,0,0,1,1,0,1,10,31000,47,340000,340000,0,1,1,0,1,50000,2,41207,0,0,35474,0,0,0,0,0,0,0,1749,180,1569,1629,0,0,0,201601,1,0,487000,100,65,1,0,0,34000,193000,1774080,1716210,0,62000,1,35474,0,0,0,0,21716,4451
"노원구",2006,"여",4,1,910,0,0,0,0,0,0,10,16000,95,619240,600000,0,0,3,1,1,0,0,0,0,0,0,0,0,0.09,0,0,0,0,1269,0,1269,1199,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,148830,2488060,2400000,0,0,0,0,0,0,0,0,2087,4646
"강남구",1951,"여",1,1,910,0,0,1,1,0,0,10,24000,71,803790,798900,0,1,3,2,3,11000,1,967,0,0,400,0,0,0,0,0,0,0,6243,6243,0,4523,3338,0,0,201307,2,1362000,4491000,29,9,0,0,0,0,111000,2198390,2158390,0,80000,3,55156,0,0,0,0,22070,0
"종로구",1959,"여",4,0,910,0,0,0,0,0,0,10,25000,68,439530,439530,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,575,407,168,421,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,221000,2096230,2006230,2,390000,5,289870,0,0,0,0,15519,20321
"구로구",2008,"남",3,0,910,0,0,0,0,0,0,10,14000,100,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,215240,2178150,2178150,0,697800,11,659550,0,0,0,0,11484,1569
"중구",1972,"여",0,0,910,0,0,0,0,0,0,10,31000,47,327060,338230,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,335,335,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,173000,1521730,1558410,0,0,0,0,0,0,0,0,227,2341
"양천구",1984,"남",6,0,910,0,0,0,0,0,0,10,32000,44,126900,126900,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,107000,688680,696570,0,0,0,0,0,0,0,0,0,74
"성동구",2001,"여",1,0,910,0,0,0,0,0,0,10,18000,92,175700,183890,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0,1310,1124,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,239680,3776410,3781660,0,43000,2,41207,0,0,0,0,5009,14696
"강남구",1954,"여",2,2,910,0,0,0,0,0,0,10,27000,60,530000,530000,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3166,3166,0,1281,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,295000,4787970,4756690,0,390265,2,60000,0,0,0,0,18955,974
"양천구",1981,"남",2,0,420,0,0,0,1,0,0,10,46000,18,248450,255660,0,0,3,0,3,30000,5,20045,2891,0,20085,0,0,0,0,0,0,0,12977,9520,3457,10024,0,0,0,NA,1,0,930000,100,50,0,0,0,0,244000,3262130,3239120,0,240000,8,30000,0,0,0,0,40815,3864
"강서구",1951,"여",1,1,420,0,0,0,1,0,0,10,24000,71,96190,99870,0,0,3,0,3,19000,5,10160,5422,0,10160,0,0,0,0,0,0,0,10748,8142,2606,4180,5053,0,0,NA,1,282000,0,67,100,0,0,0,0,104000,463480,352570,0,0,0,0,0,0,0,0,0,2518
"서초구",1971,"여",2,0,420,0,0,0,0,0,0,10,52000,13,235580,235580,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,1187,0,1339,105,0,0,NA,1,7000,20000,98,96,0,0,0,0,237140,5104860,4787970,0,29300,1,29096,0,0,0,0,31012,0
"성동구",1982,"여",4,0,420,0,0,0,0,0,0,10,30000,51,245000,243020,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,195000,2857500,2830380,0,40000,2,14203,0,0,0,0,23167,2171
"용산구",1979,"여",2,2,420,0,0,1,1,0,0,10,30000,51,150000,147910,0,2,3,0,0,104000,2,40000,0,90000,2410,0,0,0,0,0,0,1934,0,0,0,0,0,2170,0,NA,NA,NA,NA,NA,NA,0,0,0,0,238000,2647580,2647580,0,20000,1,15000,0,0,0,0,2935,200
"도봉구",2006,"남",4,0,910,0,0,0,0,0,0,10,13000,100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,208000,2178150,2178150,1,0,0,0,0,0,0,0,21760,2235
"영등포구",1990,"남",0,0,910,0,0,0,0,0,0,10,30000,51,368480,368480,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,151000,1038840,935420,1,35900,2,23641,0,0,0,0,6826,7421
"동대문구",1979,"여",3,0,910,0,0,0,0,0,0,10,32000,44,504690,504690,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,311000,5039520,4979020,0,171400,1,188274,0,0,0,0,22257,2417
"강동구",1977,"여",3,0,420,0,0,0,0,0,0,10,27000,60,104690,107960,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,178450,972180,997680,1,193100,4,179621,0,0,0,0,20500,6544
"은평구",1974,"여",1,0,420,0,0,0,0,0,0,10,31000,47,162340,162340,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,253000,1627920,1627920,0,386600,2,376427,0,0,0,0,15847,4251
"양천구",1943,"여",4,0,910,0,0,0,0,0,0,10,17000,94,234570,243020,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,244000,2894620,2896490,0,50000,2,12516,0,0,0,0,21612,5781
"중구",1981,"여",3,1,420,0,0,0,0,0,0,10,46000,18,799270,796400,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,312360,13185080,13730486,1,0,0,0,0,0,0,0,20609,3760
"송파구",1988,"여",1,5,510,0,0,0,1,0,1,10,189690,1,1502620,1510000,0,0,3,6,1,56000,2,5971,0,0,5193,0,0,0.09,0,0,0,0,33511,13190,20321,30759,1080,2852,96,200504,NA,NA,NA,NA,NA,1,0,242104,0,320000,5675590,5113166,0,362900,2,126078,0,0,0,0,16860,20321
"서초구",1943,"남",2,0,420,0,0,0,0,0,0,10,34000,39,1276630,1276630,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,229000,5276080,5273430,0,240000,8,182156,0,0,0,0,69961,6243
"강서구",2001,"남",2,0,910,0,0,0,0,0,0,10,18000,92,157820,160000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517,0,1517,1418,0,0,0,NA,1,0,0,100,100,0,0,0,0,174000,1358120,1358120,0,557000,9,441529,0,0,0,0,29481,928
"송파구",1971,"여",2,5,510,0,0,0,1,0,0,10,189690,1,796400,796400,0,0,3,2,3,139500,1,72518,70000,0,215000,0,0,0,0,0,0,0,395,23,372,338,0,0,36,199403,1,0,264000,100,76,0,0,242104,246000,241000,4627550,4627550,0,386600,3,360659,0,0,0,0,16959,3585
"송파구",1949,"남",3,0,910,0,0,1,0,0,0,10,30000,51,669190,669190,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,53,0,0,0,NA,1,0,0,100,100,0,0,0,0,223470,3861770,3670830,0,331900,2,214319,0,0,0,0,16860,0
"중구",1956,"여",0,2,510,0,0,0,0,0,0,10,33000,42,223950,222900,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,106,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,238000,7789340,7677130,0,171400,3,212582,0,0,0,0,16860,2341
"강서구",1975,"여",2,0,910,0,0,0,0,0,0,10,29000,54,157820,160000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,185000,1222080,1227180,0,193100,2,179803,0,0,0,0,10229,2742
"서초구",1977,"여",3,2,420,0,0,0,1,0,0,10,29400,54,0,0,0,0,0,1,1,31000,1,30844,33000,0,47460,0,0,0,0,0,0,0,5216,765,4451,4582,0,0,0,NA,2,323000,1471000,64,37,0,0,0,0,221000,6181420,6062000,0,240000,6,169503,0,0,0,0,69961,9101
"영등포구",1974,"남",3,0,510,0,0,1,1,0,0,10,38000,30,596820,344820,1,1,3,2,1,8000,1,6596,0,0,4189,3344,0,0,0,0,0,0,4997,4444,553,5801,521,0,0,NA,1,0,1389000,100,39,0,0,0,0,201000,3861770,3670830,1,0,0,0,0,0,0,0,32468,12505
"동대문구",1979,"여",6,0,420,0,0,0,1,0,0,10,51000,14,1025550,980750,0,0,3,0,0,15000,1,7127,0,0,7055,0,0,0,0,0,0,0,14107,869,13238,32272,180,2940,0,NA,11,13290000,8934000,1,3,0,0,0,0,296000,4478890,4391840,1,171400,1,188274,0,0,0,0,16860,17613
"송파구",1990,"여",2,0,910,0,0,0,0,0,0,10,23000,74,425300,425300,0,0,3,1,1,0,0,0,0,0,0,0,0,0.01,0,0,0,0,2116,0,2116,2171,0,0,0,NA,1,0,511000,100,64,0,0,0,0,241000,3262130,3104190,1,386600,2,376427,0,0,0,0,16860,3760
"송파구",1974,"남",4,1,510,0,0,1,1,0,1,10,115240,2,3138910,3172216,0,1,3,3,3,200000,1,145104,127950,0,80000,0,0,0.05,0,0,0,0,37024,36591,433,3625,953,0,0,201708,NA,NA,NA,NA,NA,1,0,0,1057000,242480,9726270,9818190,0,386600,3,289870,0,0,0,0,15847,481
"은평구",1970,"남",1,0,910,0,0,0,0,0,0,10,32000,44,120390,104690,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2995,2238,757,2586,308,0,0,NA,1,0,1607000,100,35,0,0,0,0,253000,1627920,1627920,0,127200,2,119624,0,0,0,0,16959,481
"서초구",2006,"여",3,1,910,0,0,0,0,0,0,10,16000,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,56,365,335,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,152000,1558410,1627920,0,92670,3,48889,1,0,680,0,23167,1663
"영등포구",1979,"남",3,0,910,0,0,1,1,0,0,10,30000,51,578390,546430,0,1,3,1,1,60000,1,31054,29096,0,35040,0,0,0,0,0,0,0,5149,4040,1109,6545,0,0,0,201709,NA,NA,NA,NA,NA,0,0,0,0,186000,1395480,1387760,0,59000,1,17272,0,0,0,0,14257,7774
"강동구",1970,"남",5,0,420,0,0,1,0,0,0,10,51000,14,823440,776670,0,1,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8312,8248,64,10499,2190,0,0,201406,1,4655000,125000,5,86,0,0,0,0,205000,4627550,4446020,1,324100,6,306142,0,0,0,0,30962,20321
"서초구",1997,"여",2,0,420,0,0,0,0,0,0,10,28000,57,1743360,1743360,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3464,3464,0,2638,1949,270,0,NA,1,8000,3833000,98,12,0,0,0,0,265000,10905460,10624590,0,520540,4,511137,0,0,0,0,47076,230
"성북구",2008,"여",3,0,910,0,0,0,0,0,0,10,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,201612,NA,NA,NA,NA,NA,0,0,0,0,263880,3421360,3382600,0,152900,2,121229,0,0,0,0,29883,3461
"용산구",1979,"여",7,1,420,0,0,1,0,0,0,10,38000,30,914450,915280,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,914,0,914,951,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,78000,2614140,2582540,0,20000,1,18188,0,0,0,0,8787,617
"종로구",1959,"여",1,1,910,0,0,0,0,0,0,10,25000,68,622690,623250,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1120000,0,34,100,0,0,0,0,138000,2488060,2400000,0,0,0,0,0,0,0,0,11107,0
"중랑구",1998,"남",0,0,910,0,0,0,0,0,0,10,22000,78,160000,160000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,0,1304,1188,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,77390,710580,789100,0,0,0,0,0,0,0,0,0,556
"성북구",1976,"여",0,2,420,0,0,0,0,0,0,10,31000,47,289030,289030,0,0,3,2,1,0,0,0,0,0,0,0,0,0.03,0,0,0,0,1741,3,1738,1679,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,278820,2913590,2942600,0,152900,2,121229,0,0,0,0,29722,2629
